CDS_ID	KO_ID	Domain	Phylum	Class	Order	Family	Genus	Species
CDS_30724	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30726	K05367	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30732	K07090	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30734	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30736	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30737	K02860	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_yuanmingense
CDS_30739	K03925	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_30740	K03438	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30741	K03925	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_30751	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter_dokdonensis
CDS_30752	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma_radiotolerans
CDS_30753	K11717	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter	Caulobacter_henricii
CDS_30754	K09015	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30759	K01952	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_30761	K09812	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium_indologenes
CDS_30765	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia_hongkongensis
CDS_30767	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Fibrisoma	Fibrisoma_limi
CDS_30769	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._WH_8109	<NA>
CDS_30770	K01695	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_30772	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30775	<NA>	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_macleodii
CDS_30777	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Spirosoma	Spirosoma_panaciterrae
CDS_30778	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30779	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira_australica
CDS_30780	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30786	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_capsulatus
CDS_30787	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30791	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30795	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30798	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Rhodobacter_johrii
CDS_30800	K00611	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_30805	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_30809	<NA>	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Sorangium	Sorangium_cellulosum
CDS_30818	<NA>	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_excellens
CDS_30819	K00641	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Hymenobacteraceae	Rufibacter	Rufibacter_roseus
CDS_30820	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_30824	K02892	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium_aquaticum
CDS_30829	K02027	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Labrenzia	Labrenzia_alexandrii
CDS_30834	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30840	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30843	K03496	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_columnare
CDS_30845	K07375	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30849	<NA>	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	Aeromonas_salmonicida
CDS_30852	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30854	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_johnsoniae
CDS_30858	<NA>	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_pacifica
CDS_30860	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flexithrix	Flexithrix_dorotheae
CDS_30863	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter_antarcticus
CDS_30882	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	Candidatus_Rhodobacter_lobularis
CDS_30891	K04412	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_30894	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_beijingensis
CDS_30898	K01945	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30899	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_alkalitolerans
CDS_30900	<NA>	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae	Pantoea	Pantoea_agglomerans_group
CDS_30901	K02931	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter_antarcticus
CDS_30903	K09985	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	Paracoccus_sanguinis
CDS_30904	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_30907	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tamlana	Tamlana_sedimentorum
CDS_30909	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Saprospira	Saprospira_grandis
CDS_30913	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Woodsholea	Woodsholea_maritima
CDS_30914	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30916	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30917	K01872	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_30918	K01939	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter_cryoconitis
CDS_30921	K02518	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_excellens
CDS_30922	K06204	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30924	K00241	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_columnare
CDS_30925	K00365	Bacteria	Actinobacteria_<phylum>	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter_crystallopoietes
CDS_30929	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30930	K02020	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola_vietnamensis
CDS_30932	<NA>	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia_cepacia_complex
CDS_30933	K02902	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_luteoviolacea
CDS_30936	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30946	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30949	K01972	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30951	K07038	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30952	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_30954	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_30955	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30959	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30960	<NA>	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	[Clostridium]_bolteae
CDS_30963	K00943	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_30965	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_30969	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30970	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_30973	K02313	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._BL107	<NA>
CDS_30974	K04043	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella_bivia
CDS_30979	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	Crocinitomix_sp._0182
CDS_30980	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30982	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30988	K01962	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_30990	<NA>	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_sp._H105
CDS_30996	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_johnsoniae
CDS_30998	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31004	K03321	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31006	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31009	K03544	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31011	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31015	K03979	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31018	K03210	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia	Jannaschia_donghaensis
CDS_31019	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31025	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31028	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31030	<NA>	Bacteria	Cyanobacteria	Oscillatoriales	Microcoleaceae	Kamptonema	<NA>	<NA>
CDS_31034	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Dokdonia	Dokdonia_sp._4H-3-7-5
CDS_31035	<NA>	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_spiritivorum
CDS_31036	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_31040	K02933	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_columnare
CDS_31042	K07460	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31043	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31049	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31051	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_sp._4G2
CDS_31054	K01029	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina_atlantica
CDS_31055	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_31059	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Sinorhizobium	Sinorhizobium_meliloti
CDS_31064	K01465	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Roseivirga_ehrenbergii
CDS_31065	<NA>	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax_caeni
CDS_31069	K02863	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Chryseobacterium	Chryseobacterium_antarcticum
CDS_31071	<NA>	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Dysgonomonas	Dysgonomonas_gadei
CDS_31072	K01897	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31075	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	<NA>
CDS_31081	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutibacter	Lutibacter_sp._LPB0138
CDS_31086	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31087	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_persica
CDS_31095	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_31100	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Chitinophagaceae	Arachidicoccus	Arachidicoccus_sp._BS20
CDS_31104	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31105	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31106	<NA>	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_pacifica
CDS_31107	K02033	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium_elkanii
CDS_31108	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gillisia	Gillisia_sp._CAL575
CDS_31109	K01214	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31111	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_31115	K05366	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia_hongkongensis
CDS_31116	K09690	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31117	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31118	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31119	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31125	K01610	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	Aquimarina_atlantica
CDS_31126	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_31128	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31133	K12573	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31135	K00023	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum_brasilense
CDS_31141	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_31143	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31146	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31147	K02198	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31148	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ruegeria	Ruegeria_mobilis
CDS_31149	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31150	K00057	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis	Sphingopyxis_granuli
CDS_31153	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Jannaschia	Jannaschia_sp._CCS1
CDS_31155	K02406	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_macleodii
CDS_31159	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31160	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._KORDI-49	<NA>
CDS_31164	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	<NA>	<NA>
CDS_31173	K00632	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Azorhizobium	Azorhizobium_caulinodans
CDS_31176	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Schleiferia	Schleiferia_thermophila
CDS_31179	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31189	K02613	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31190	K02426	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_31193	<NA>	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_adhaerens
CDS_31202	K03841	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31204	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_alkalitolerans
CDS_31208	K01669	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Haliscomenobacter	Haliscomenobacter_hydrossis
CDS_31210	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31211	K16091	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31212	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31213	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31215	K05810	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter_alkalitolerans
CDS_31216	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31220	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31225	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium_columnare
CDS_31227	<NA>	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	Maribacter_antarcticus
CDS_31229	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_koreensis
CDS_31230	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Lewinella	Lewinella_cohaerens
CDS_31235	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31238	<NA>	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_31239	K05808	Bacteria	Cyanobacteria	Synechococcales	Synechococcaceae	Synechococcus	Synechococcus_sp._CC9605	<NA>
CDS_31242	K03650	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31243	K03561	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_pacifica
CDS_31247	<NA>	Bacteria	Bacteroidetes	Chitinophagia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	Phaeodactylibacter_xiamenensis
CDS_31249	<NA>	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cyclobacteriaceae	Cyclobacterium	Cyclobacterium_amurskyense
CDS_31250	<NA>	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Rubinisphaera	Rubinisphaera_brasiliensis
CDS_31255	<NA>	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum_halopraeferens
