OTUID,KO_ID,Domain,Phylum,Class,Order,Family,Genus,Species
CDS_12748,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga_sp._OC4
CDS_12750,K02258,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,Leisingera_aquaemixtae
CDS_12752,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12756,K04751,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12757,K03320,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12760,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12761,K02340,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12762,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12763,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12766,<NA>,Bacteria,Actinobacteria_<phylum>,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_griseus
CDS_12768,K02886,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_aminophilus
CDS_12769,K02965,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_aminophilus
CDS_12770,K02004,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12771,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12772,K03629,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12775,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_macrocephali
CDS_12776,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Persicobacteraceae,Persicobacter,Persicobacter_sp._JZB09
CDS_12777,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Microscilla,Microscilla_marina
CDS_12778,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12779,K00790,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12781,K02899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia_aquimarina
CDS_12782,K02888,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius_sp._217
CDS_12783,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12784,K02557,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12787,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12788,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12790,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12791,K01895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter_mediterraneus
CDS_12792,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12793,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12795,K04077,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,Paracoccus_sanguinis
CDS_12796,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12797,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12806,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12807,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12808,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12818,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12819,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12820,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12822,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12823,K09458,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus_marincola
CDS_12824,K02078,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_canis
CDS_12830,K01915,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_leguminosarum
CDS_12838,K07164,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12840,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12845,K00574,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_12846,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flexithrix,Flexithrix_dorotheae
CDS_12850,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Saprospira,Saprospira_grandis
CDS_12852,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_12853,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12854,K02035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,Ruegeria_conchae
CDS_12855,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_sp._PK15
CDS_12865,<NA>,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_agri
CDS_12866,K00761,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter_agri
CDS_12869,K02114,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia_coli
CDS_12870,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Indibacter,Indibacter_alkaliphilus
CDS_12875,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12883,K04487,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12884,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga_myxococcoides
CDS_12894,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_macleodii
CDS_12895,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_macleodii
CDS_12899,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Sporocytophaga,Sporocytophaga_myxococcoides
CDS_12900,K07133,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12902,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12904,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium_sp._GSE06
CDS_12905,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12906,K03821,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12908,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12909,K03530,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12913,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_12914,K02230,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_12917,K03782,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12918,K04567,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Hymenobacteraceae,Hymenobacter,Hymenobacter_aerophilus
CDS_12926,K00031,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12927,K00031,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_horikoshii
CDS_12928,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12930,K11900,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_12936,K12858,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_12937,K11329,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_12940,<NA>,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,Vibrio_splendidus
CDS_12941,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12942,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12944,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12945,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_12948,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12954,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cyclobacteriaceae,Algoriphagus,Algoriphagus_marincola
CDS_12955,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12957,K01259,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12962,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_12963,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_12965,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._KORDI-52,<NA>
CDS_12969,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,Emticicia_sp._MM
CDS_12970,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Kordia,Kordia_algicida
CDS_12971,K01895,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,Octadecabacter_antarcticus
CDS_12972,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12973,K11751,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,Sulfitobacter_mediterraneus
CDS_12974,K01183,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._KORDI-49,<NA>
CDS_12976,<NA>,Bacteria,Actinobacteria_<phylum>,Actinobacteria,Frankiales,Frankiaceae,Frankia,Frankia_sp._BMG5.36
CDS_12977,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_persica
CDS_12978,<NA>,Bacteria,Actinobacteria_<phylum>,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_avium_complex_(MAC)
CDS_12982,K02004,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12983,K03978,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_12987,K01776,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12988,K03519,Bacteria,Bacteroidetes,Bacteroidetes_Order_II._Incertae_sedis,Rhodothermaceae,Rhodothermaceae_bacterium_RA,<NA>,<NA>
CDS_12989,K07636,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Runella,Runella_limosa
CDS_12990,K02013,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_12991,K03100,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_12993,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Actibacterium,Actibacterium_mucosum
CDS_12994,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_12996,K02337,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_12998,K01414,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_13000,K06894,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_psychrophilum
CDS_13001,K00615,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus_faecium
CDS_13003,K00956,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga,Flammeovirga_pacifica
CDS_13005,K06282,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13007,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13008,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13013,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_13015,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13016,K07091,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13017,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Persicobacteraceae,Persicobacter,Persicobacter_sp._CCB-QB2
CDS_13022,K02341,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_maculosa
CDS_13027,<NA>,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Emticicia,Emticicia_oligotrophica
CDS_13030,K17686,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13033,K09014,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas_paucimobilis
CDS_13034,K09251,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_coagulans
CDS_13038,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_13040,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_13041,K00111,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina_agarilytica
CDS_13044,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13045,K09966,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13048,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13049,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13052,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13057,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13059,K03704,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,Alteromonas_australica
CDS_13061,K02879,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Celeribacter,Celeribacter_baekdonensis
CDS_13063,<NA>,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus_bingmayongensis
CDS_13064,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter_certesii
CDS_13066,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13069,<NA>,Bacteria,Actinobacteria_<phylum>,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces_sp._BoleA5
CDS_13074,K03768,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13078,K10236,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Sinorhizobium_meliloti
CDS_13085,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13086,K11816,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13087,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium_sp._UNC8MFCol
CDS_13090,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13091,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13093,K07736,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Hyphomonadaceae,Oceanicaulis,Oceanicaulis_alexandrii
CDS_13098,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._KORDI-52,<NA>
CDS_13100,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_13101,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13102,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13106,<NA>,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._CC9605,<NA>
CDS_13107,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13113,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13116,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius_indicus
CDS_13117,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13118,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_13119,K02871,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Rhizobium_leguminosarum
CDS_13125,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13128,<NA>,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinifilaceae,Marinifilum,Marinifilum_fragile
CDS_13129,K02379,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13130,K07729,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13131,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13133,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13134,K03644,Bacteria,Cyanobacteria,Synechococcales,Synechococcaceae,Synechococcus,Synechococcus_sp._BL107,<NA>
CDS_13138,K03100,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Haliscomenobacter,Haliscomenobacter_hydrossis
CDS_13139,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_13141,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_13142,<NA>,Bacteria,Chloroflexi,Ktedonobacteria,Thermogemmatisporales,Thermogemmatisporaceae,Thermogemmatispora,Thermogemmatispora_carboxidivorans
CDS_13143,<NA>,Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Rubinisphaera,Rubinisphaera_brasiliensis
CDS_13151,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13152,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13153,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13155,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13159,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium_psychrophilum
CDS_13162,K03386,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter_lipolyticus
CDS_13163,K02274,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jannaschia,Jannaschia_aquimarina
CDS_13165,<NA>,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospirillum,Magnetospirillum_caucaseum
CDS_13167,K00973,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Lewinella,Lewinella_cohaerens
CDS_13171,<NA>,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Owenweeksia,Owenweeksia_hongkongensis
CDS_13173,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
CDS_13176,<NA>,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Saprospiraceae,Phaeodactylibacter,Phaeodactylibacter_xiamenensis
