CDS_ID	length_bps
CDS_23941	225
CDS_23943	201
CDS_23944	423
CDS_23945	114
CDS_23946	210
CDS_23947	237
CDS_23948	348
CDS_23950	324
CDS_23955	273
CDS_23956	636
CDS_23960	270
CDS_23963	108
CDS_23964	294
CDS_23966	273
CDS_23968	291
CDS_23971	165
CDS_23972	129
CDS_23973	675
CDS_23975	465
CDS_23979	381
CDS_23980	210
CDS_23981	306
CDS_23982	303
CDS_23984	174
CDS_23989	375
CDS_24004	357
CDS_24005	345
CDS_24010	420
CDS_24012	348
CDS_24014	435
CDS_24018	282
CDS_24019	282
CDS_24022	249
CDS_24023	216
CDS_24024	501
CDS_24025	327
CDS_24026	216
CDS_24028	216
CDS_24031	447
CDS_24032	207
CDS_24037	270
CDS_24039	255
CDS_24043	450
CDS_24053	270
CDS_24055	171
CDS_24060	372
CDS_24061	336
CDS_24062	249
CDS_24067	342
CDS_24069	324
CDS_24071	219
CDS_24075	276
CDS_24077	624
CDS_24080	156
CDS_24089	219
CDS_24092	165
CDS_24097	141
CDS_24098	213
CDS_24100	225
CDS_24101	201
CDS_24103	291
CDS_24109	240
CDS_24111	225
CDS_24118	333
CDS_24119	231
CDS_24122	300
CDS_24123	168
CDS_24124	204
CDS_24128	483
CDS_24130	366
CDS_24133	360
CDS_24135	636
CDS_24137	471
CDS_24140	312
CDS_24141	321
CDS_24147	465
CDS_24149	654
CDS_24152	165
CDS_24154	279
CDS_24156	615
CDS_24162	408
CDS_24166	237
CDS_24167	228
CDS_24169	357
CDS_24172	261
CDS_24173	240
CDS_24174	297
CDS_24175	168
CDS_24176	222
CDS_24177	108
CDS_24178	969
CDS_24179	261
CDS_24184	363
CDS_24190	786
CDS_24196	345
CDS_24198	456
CDS_24201	510
CDS_24202	513
CDS_24206	969
CDS_24211	255
CDS_24212	255
CDS_24213	1101
CDS_24216	351
CDS_24218	99
CDS_24219	546
CDS_24221	384
CDS_24224	510
CDS_24232	174
CDS_24233	273
CDS_24236	447
CDS_24238	261
CDS_24241	858
CDS_24246	429
CDS_24249	516
CDS_24263	216
CDS_24266	216
CDS_24268	180
CDS_24270	240
CDS_24274	306
CDS_24277	165
CDS_24279	183
CDS_24280	291
CDS_24282	231
CDS_24283	231
CDS_24284	240
CDS_24286	402
CDS_24287	261
CDS_24290	330
CDS_24298	297
CDS_24302	321
CDS_24305	138
CDS_24306	261
CDS_24307	237
CDS_24310	177
CDS_24311	444
CDS_24323	408
CDS_24325	204
CDS_24326	279
CDS_24328	186
CDS_24329	288
CDS_24330	234
CDS_24331	228
CDS_24340	204
CDS_24341	315
CDS_24342	579
CDS_24347	297
CDS_24350	291
CDS_24354	243
CDS_24359	468
CDS_24361	282
CDS_24365	117
CDS_24366	483
CDS_24369	258
CDS_24370	297
CDS_24373	324
CDS_24375	321
CDS_24383	990
CDS_24385	261
CDS_24386	363
CDS_24387	486
CDS_24388	204
CDS_24389	129
CDS_24392	390
CDS_24393	282
CDS_24395	660
CDS_24400	732
CDS_24408	231
CDS_24409	357
CDS_24414	441
CDS_24418	198
CDS_24421	213
CDS_24424	219
CDS_24429	207
CDS_24431	357
CDS_24432	525
CDS_24436	414
CDS_24437	228
CDS_24438	384
CDS_24439	237
CDS_24440	228
CDS_24442	543
CDS_24446	390
CDS_24448	210
CDS_24449	363
CDS_24455	273
CDS_24457	291
CDS_24460	225
CDS_24473	789
CDS_24474	678
CDS_24479	312
CDS_24483	201
CDS_24485	486
CDS_24492	306
CDS_24500	231
CDS_24503	234
CDS_24505	168
CDS_24510	291
CDS_24511	621
CDS_24512	267
CDS_24513	225
CDS_24515	354
CDS_24518	204
CDS_24522	282
CDS_24524	309
CDS_24528	570
CDS_24531	372
CDS_24533	432
CDS_24535	270
CDS_24537	423
CDS_24539	336
CDS_24548	240
CDS_24549	237
CDS_24550	426
CDS_24553	477
CDS_24556	786
CDS_24557	375
CDS_24558	336
CDS_24562	534
CDS_24566	486
CDS_24567	915
CDS_24569	1323
CDS_24575	792
CDS_24576	555
CDS_24577	444
CDS_24578	270
CDS_24581	606
CDS_24582	744
CDS_24583	279
CDS_24589	378
CDS_24592	207
CDS_24594	252
CDS_24610	225
CDS_24616	585
CDS_24625	585
CDS_24626	228
CDS_24627	480
CDS_24628	525
CDS_24631	312
CDS_24633	183
CDS_24634	231
CDS_24635	369
CDS_24636	222
CDS_24638	237
CDS_24639	213
CDS_24640	210
CDS_24643	471
CDS_24644	378
CDS_24651	807
CDS_24652	684
CDS_24656	423
CDS_24661	720
CDS_24662	297
CDS_24663	234
CDS_24664	222
CDS_24665	246
CDS_24666	870
CDS_24669	246
CDS_24672	108
CDS_24673	399
CDS_24674	306
CDS_24678	189
CDS_24680	942
CDS_24681	303
CDS_24682	207
CDS_24683	225
CDS_24690	1158
CDS_24694	267
CDS_24695	102
CDS_24696	204
CDS_24701	471
CDS_24702	312
CDS_24704	783
CDS_24705	930
CDS_24710	282
CDS_24713	399
CDS_24716	222
CDS_24721	261
CDS_24724	378
CDS_24726	387
CDS_24733	204
CDS_24737	285
CDS_24741	303
CDS_24750	273
CDS_24752	426
CDS_24753	246
CDS_24757	237
CDS_24758	171
CDS_24759	294
CDS_24761	429
CDS_24764	360
CDS_24773	699
CDS_24774	267
CDS_24775	342
CDS_24778	729
CDS_24782	291
CDS_24786	405
CDS_24789	249
CDS_24793	291
CDS_24800	189
CDS_24801	393
CDS_24803	243
CDS_24805	651
CDS_24807	201
CDS_24809	300
CDS_24811	726
CDS_24814	438
CDS_24819	1119
CDS_24820	87
CDS_24821	474
CDS_24822	351
CDS_24823	513
CDS_24835	234
CDS_24839	651
CDS_24841	411
CDS_24847	573
CDS_24848	453
CDS_24850	414
CDS_24854	276
CDS_24856	294
CDS_24859	375
CDS_24862	387
CDS_24863	354
CDS_24864	492
CDS_24865	588
CDS_24867	252
CDS_24868	306
CDS_24869	204
CDS_24872	423
CDS_24875	309
CDS_24876	288
CDS_24878	438
CDS_24884	234
CDS_24885	303
CDS_24889	210
CDS_24890	375
CDS_24891	297
CDS_24901	240
CDS_24904	723
CDS_24905	699
CDS_24907	660
CDS_24913	99
CDS_24914	804
CDS_24917	507
CDS_24920	282
CDS_24921	444
CDS_24924	504
CDS_24926	729
CDS_24930	387
CDS_24931	570
CDS_24934	663
CDS_24942	312
CDS_24943	321
CDS_24947	240
CDS_24949	231
CDS_24952	297
CDS_24953	246
CDS_24954	411
CDS_24958	213
CDS_24962	279
CDS_24963	306
CDS_24964	375
CDS_24966	300
CDS_24970	210
CDS_24971	312
CDS_24973	516
CDS_24976	111
CDS_24982	348
CDS_24986	279
CDS_24987	327
CDS_24989	588
CDS_24992	213
CDS_24995	531
CDS_24996	336
CDS_25006	201
CDS_25008	177
CDS_25010	198
CDS_25012	240
CDS_25014	300
CDS_25019	207
CDS_25023	258
CDS_25035	90
CDS_25042	231
CDS_25043	408
CDS_25045	315
CDS_25046	264
CDS_25047	402
CDS_25048	282
CDS_25053	435
CDS_25055	363
CDS_25056	807
CDS_25059	606
CDS_25060	381
CDS_25061	216
CDS_25064	615
CDS_25066	399
CDS_25068	282
CDS_25071	750
CDS_25072	648
CDS_25074	540
CDS_25075	468
CDS_25076	441
CDS_25078	282
CDS_25080	435
CDS_25084	213
CDS_25087	417
CDS_25090	324
CDS_25091	303
CDS_25092	198
CDS_25093	162
CDS_25095	342
CDS_25102	489
CDS_25104	699
CDS_25108	201
CDS_25110	246
CDS_25111	225
CDS_25114	426
CDS_25122	249
CDS_25140	459
CDS_25141	408
CDS_25142	213
CDS_25144	234
CDS_25145	255
CDS_25146	408
CDS_25147	1083
CDS_25151	366
CDS_25158	399
CDS_25162	582
CDS_25167	405
CDS_25177	1464
CDS_25178	360
CDS_25179	519
CDS_25180	621
CDS_25181	549
CDS_25182	489
CDS_25183	294
CDS_25184	738
CDS_25185	1584
CDS_25186	1194
CDS_25189	864
CDS_25190	561
CDS_25192	582
CDS_25193	2025
CDS_25194	282
CDS_25195	660
CDS_25197	777
CDS_25198	984
CDS_25199	702
CDS_25200	228
CDS_25202	276
CDS_25203	567
CDS_25204	369
CDS_25207	171
CDS_25211	267
CDS_25217	375
CDS_25221	495
CDS_25225	309
CDS_25227	459
CDS_25230	213
CDS_25231	369
CDS_25232	225
CDS_25233	237
CDS_25238	177
CDS_25239	198
CDS_25245	315
CDS_25246	261
CDS_25248	234
CDS_25250	288
CDS_25253	207
CDS_25255	177
CDS_25256	225
CDS_25257	93
CDS_25258	219
CDS_25266	240
CDS_25267	936
CDS_25271	219
CDS_25274	240
CDS_25275	213
CDS_25278	267
CDS_25281	375
CDS_25282	285
CDS_25283	330
CDS_25288	438
CDS_25289	384
CDS_25290	231
CDS_25291	363
CDS_25294	168
CDS_25297	288
CDS_25299	267
CDS_25302	417
CDS_25303	144
CDS_25307	225
CDS_25315	243
CDS_25318	210
CDS_25319	336
CDS_25321	378
CDS_25329	276
CDS_25333	705
CDS_25334	522
CDS_25338	375
CDS_25339	297
CDS_25341	618
CDS_25346	228
CDS_25347	201
CDS_25348	381
CDS_25349	303
CDS_25351	267
CDS_25352	435
CDS_25354	279
CDS_25356	714
CDS_25357	180
CDS_25361	336
CDS_25362	402
CDS_25364	216
CDS_25365	555
CDS_25366	285
CDS_25372	429
CDS_25373	255
CDS_25375	561
CDS_25376	213
CDS_25378	201
CDS_25379	510
CDS_25380	321
CDS_25385	699
CDS_25386	717
CDS_25388	219
CDS_25389	468
CDS_25392	636
CDS_25393	120
CDS_25395	588
CDS_25398	366
CDS_25403	477
CDS_25405	405
CDS_25407	339
CDS_25415	987
CDS_25416	288
CDS_25418	312
CDS_25420	672
CDS_25425	297
CDS_25430	357
CDS_25431	210
CDS_25434	366
CDS_25435	474
CDS_25442	321
CDS_25447	165
CDS_25458	933
CDS_25460	534
CDS_25464	747
CDS_25466	711
CDS_25469	207
CDS_25474	438
CDS_25477	150
CDS_25481	219
CDS_25488	309
CDS_25490	213
CDS_25492	282
CDS_25498	531
CDS_25501	228
CDS_25502	249
CDS_25507	156
CDS_25511	309
CDS_25512	345
CDS_25513	216
CDS_25515	219
CDS_25516	255
CDS_25518	201
CDS_25522	222
CDS_25530	345
CDS_25531	219
CDS_25532	258
CDS_25535	261
CDS_25536	474
CDS_25545	135
CDS_25549	684
CDS_25552	186
CDS_25560	207
CDS_25561	600
CDS_25562	312
CDS_25564	495
CDS_25568	525
CDS_25575	594
CDS_25577	609
CDS_25578	228
CDS_25580	330
CDS_25583	246
CDS_25589	339
CDS_25591	351
CDS_25594	324
CDS_25595	225
CDS_25600	237
CDS_25601	201
CDS_25605	201
CDS_25607	234
CDS_25609	210
CDS_25616	231
CDS_25619	201
CDS_25620	324
CDS_25626	474
CDS_25628	261
CDS_25633	180
CDS_25634	207
CDS_25637	216
CDS_25639	198
CDS_25642	165
CDS_25647	288
CDS_25651	465
CDS_25654	393
CDS_25657	234
CDS_25661	246
CDS_25662	366
CDS_25665	468
CDS_25667	210
CDS_25672	90
CDS_25674	693
CDS_25677	288
CDS_25678	219
CDS_25679	318
CDS_25680	213
CDS_25685	228
CDS_25690	261
CDS_25692	216
CDS_25694	234
CDS_25696	213
CDS_25697	393
CDS_25706	816
CDS_25707	1872
CDS_25708	1215
CDS_25709	246
CDS_25710	189
CDS_25711	699
CDS_25714	972
CDS_25715	411
CDS_25716	522
CDS_25717	555
CDS_25722	273
CDS_25723	300
CDS_25726	513
CDS_25727	294
CDS_25728	1146
CDS_25729	216
CDS_25732	345
CDS_25733	525
CDS_25736	711
CDS_25737	714
CDS_25739	246
CDS_25740	402
CDS_25741	435
CDS_25742	240
CDS_25743	843
CDS_25744	366
CDS_25745	675
CDS_25747	279
CDS_25749	594
CDS_25751	351
CDS_25752	156
CDS_25753	429
CDS_25754	321
CDS_25756	201
CDS_25758	153
CDS_25762	234
CDS_25765	336
CDS_25767	756
CDS_25768	726
CDS_25769	336
CDS_25777	348
CDS_25781	321
CDS_25783	393
CDS_25784	222
CDS_25785	555
CDS_25803	225
CDS_25805	219
CDS_25806	348
CDS_25810	174
CDS_25814	501
CDS_25816	444
CDS_25818	297
CDS_25820	351
CDS_25825	357
CDS_25826	237
CDS_25831	858
CDS_25834	456
CDS_25838	426
CDS_25839	252
CDS_25844	369
CDS_25848	267
CDS_25851	561
CDS_25852	174
CDS_25853	231
CDS_25857	285
CDS_25861	252
CDS_25865	249
CDS_25866	1251
CDS_25867	822
CDS_25868	297
CDS_25870	216
CDS_25871	456
CDS_25872	414
CDS_25873	1158
CDS_25874	261
CDS_25885	642
CDS_25896	261
CDS_25899	123
CDS_25900	381
CDS_25902	222
CDS_25911	375
CDS_25915	300
CDS_25916	804
CDS_25918	1251
CDS_25921	480
CDS_25922	216
CDS_25924	219
CDS_25933	339
CDS_25936	366
CDS_25941	222
CDS_25948	510
CDS_25951	279
CDS_25952	1311
CDS_25953	1404
CDS_25954	261
CDS_25955	1119
CDS_25956	450
CDS_25966	450
CDS_25967	141
CDS_25969	1386
CDS_25970	693
CDS_25971	4194
CDS_25972	255
CDS_25973	2868
CDS_25974	843
CDS_25975	444
CDS_25976	159
CDS_25977	903
CDS_25978	1605
CDS_25979	567
CDS_25980	522
CDS_25981	177
CDS_25982	1284
CDS_25983	111
CDS_25984	129
CDS_25989	690
CDS_25991	465
CDS_25996	1266
CDS_25998	879
CDS_25999	390
CDS_26000	234
CDS_26002	390
CDS_26003	267
CDS_26004	255
CDS_26005	804
CDS_26006	372
CDS_26007	741
CDS_26008	153
CDS_26013	219
CDS_26020	291
CDS_26021	738
CDS_26023	177
CDS_26024	678
CDS_26025	918
CDS_26029	936
CDS_26030	906
CDS_26034	693
CDS_26035	474
CDS_26036	228
CDS_26037	213
CDS_26039	1812
CDS_26040	441
CDS_26041	219
CDS_26055	858
CDS_26063	1155
CDS_26064	1140
CDS_26065	276
CDS_26069	864
CDS_26070	249
CDS_26072	891
CDS_26073	837
CDS_26075	441
CDS_26076	624
CDS_26082	213
CDS_26083	408
CDS_26084	408
CDS_26085	300
CDS_26086	360
CDS_26087	633
CDS_26090	447
CDS_26091	267
CDS_26098	1119
CDS_26100	306
CDS_26102	468
CDS_26103	357
CDS_26104	1635
CDS_26105	201
CDS_26107	450
CDS_26108	405
CDS_26112	1170
CDS_26115	1449
CDS_26116	261
CDS_26117	225
CDS_26120	357
CDS_26123	312
CDS_26124	246
CDS_26126	213
CDS_26127	195
CDS_26128	270
CDS_26130	456
CDS_26131	306
CDS_26133	333
CDS_26135	252
CDS_26144	183
CDS_26145	237
CDS_26147	162
CDS_26150	252
CDS_26155	210
CDS_26185	414
CDS_26187	198
CDS_26191	210
CDS_26193	219
CDS_26196	219
CDS_26197	405
CDS_26200	225
CDS_26201	330
CDS_26202	444
CDS_26203	231
CDS_26206	246
CDS_26208	252
CDS_26209	390
CDS_26210	276
CDS_26212	165
CDS_26213	315
CDS_26214	303
CDS_26226	219
CDS_26232	345
CDS_26235	273
CDS_26236	939
CDS_26237	207
CDS_26239	249
CDS_26244	309
CDS_26246	204
CDS_26248	1734
CDS_26249	456
CDS_26250	315
CDS_26257	582
CDS_26258	222
CDS_26260	138
CDS_26264	138
CDS_26265	492
CDS_26267	225
CDS_26272	201
CDS_26275	450
CDS_26276	165
CDS_26279	348
CDS_26280	174
CDS_26281	357
CDS_26288	345
CDS_26289	429
CDS_26291	1038
CDS_26295	360
CDS_26301	234
CDS_26310	441
CDS_26311	741
CDS_26312	603
CDS_26314	939
CDS_26315	309
CDS_26324	414
CDS_26327	495
CDS_26342	387
CDS_26349	219
CDS_26358	1449
CDS_26360	357
CDS_26361	396
CDS_26362	585
CDS_26363	1215
CDS_26365	729
CDS_26372	231
CDS_26377	237
CDS_26382	378
CDS_26387	174
CDS_26388	141
CDS_26390	216
CDS_26391	216
CDS_26392	276
CDS_26393	255
CDS_26408	213
CDS_26409	228
CDS_26414	276
CDS_26416	213
CDS_26419	213
CDS_26426	318
CDS_26427	216
CDS_26429	240
CDS_26430	216
CDS_26431	204
CDS_26434	270
CDS_26436	126
CDS_26437	237
CDS_26439	300
CDS_26446	369
CDS_26451	207
CDS_26459	219
CDS_26461	402
CDS_26467	552
CDS_26470	321
CDS_26471	237
CDS_26473	168
CDS_26474	216
CDS_26477	228
CDS_26480	297
CDS_26481	168
CDS_26483	213
CDS_26484	429
CDS_26485	219
CDS_26489	369
CDS_26492	312
CDS_26496	585
CDS_26499	147
CDS_26502	234
CDS_26508	705
CDS_26515	336
CDS_26516	726
CDS_26522	165
CDS_26524	234
CDS_26527	255
CDS_26533	273
CDS_26538	294
CDS_26540	264
CDS_26550	264
CDS_26551	399
CDS_26554	219
CDS_26555	225
CDS_26557	288
CDS_26559	225
CDS_26568	291
CDS_26571	684
CDS_26573	1104
CDS_26580	261
CDS_26581	219
CDS_26584	321
CDS_26585	321
CDS_26589	258
CDS_26590	285
CDS_26592	123
CDS_26594	207
CDS_26596	222
CDS_26597	201
CDS_26605	330
CDS_26606	219
CDS_26607	231
CDS_26611	318
CDS_26612	201
CDS_26613	279
CDS_26614	165
CDS_26615	216
CDS_26617	213
CDS_26624	222
CDS_26626	183
CDS_26627	231
CDS_26630	291
CDS_26632	219
CDS_26635	153
CDS_26636	207
CDS_26638	324
CDS_26643	213
CDS_26645	204
CDS_26646	216
CDS_26647	198
CDS_26653	198
CDS_26654	297
CDS_26662	198
CDS_26665	267
CDS_26668	258
CDS_26671	207
CDS_26678	261
CDS_26685	147
CDS_26686	111
CDS_26696	123
CDS_26697	216
CDS_26698	639
CDS_26699	471
CDS_26703	624
CDS_26704	549
CDS_26716	459
CDS_26717	201
CDS_26718	249
CDS_26722	462
CDS_26725	474
CDS_26726	348
CDS_26727	1326
CDS_26730	651
CDS_26731	294
CDS_26732	555
CDS_26733	216
CDS_26737	3255
CDS_26738	1476
CDS_26739	501
CDS_26740	399
CDS_26747	537
CDS_26748	810
CDS_26749	552
CDS_26751	2910
CDS_26753	633
CDS_26755	219
CDS_26756	267
CDS_26757	399
CDS_26758	1041
CDS_26759	228
CDS_26767	243
CDS_26768	2361
CDS_26769	408
CDS_26770	534
CDS_26771	180
CDS_26773	1041
CDS_26776	264
CDS_26778	138
CDS_26783	363
CDS_26784	1506
CDS_26785	2886
CDS_26786	351
CDS_26787	156
CDS_26788	207
CDS_26789	1125
CDS_26790	831
CDS_26797	678
CDS_26798	747
CDS_26800	1443
CDS_26801	1311
CDS_26802	90
CDS_26803	1047
CDS_26804	177
CDS_26805	510
CDS_26806	555
CDS_26807	468
CDS_26808	198
CDS_26809	369
CDS_26816	1146
CDS_26819	606
CDS_26820	1494
CDS_26821	351
CDS_26822	360
CDS_26827	1116
CDS_26828	453
CDS_26829	567
CDS_26830	1080
CDS_26831	1035
CDS_26834	1344
CDS_26835	645
CDS_26840	954
CDS_26841	1122
CDS_26842	501
CDS_26843	390
CDS_26844	219
CDS_26845	210
CDS_26846	669
CDS_26856	309
CDS_26857	780
CDS_26861	1158
CDS_26863	420
CDS_26864	1863
CDS_26865	432
CDS_26867	1218
CDS_26868	681
CDS_26869	1686
CDS_26873	1077
CDS_26874	606
CDS_26882	210
CDS_26884	381
CDS_26886	945
CDS_26887	888
CDS_26889	159
CDS_26891	177
CDS_26892	159
CDS_26893	174
CDS_26896	1461
CDS_26897	333
CDS_26898	900
CDS_26899	1332
CDS_26909	459
CDS_26910	1248
CDS_26911	525
CDS_26912	3264
CDS_26913	1191
CDS_26915	729
CDS_26917	663
CDS_26918	1050
CDS_26924	498
CDS_26925	402
CDS_26926	198
CDS_26927	1005
CDS_26934	972
CDS_26935	390
CDS_26936	345
CDS_26940	381
CDS_26941	996
CDS_26945	366
CDS_26946	948
CDS_26947	609
CDS_26948	2256
CDS_26950	555
CDS_26952	990
CDS_26953	1428
CDS_26954	246
CDS_26955	1542
CDS_26956	960
CDS_26957	2307
CDS_26958	867
CDS_26960	189
CDS_26967	726
CDS_26968	504
CDS_26975	2373
CDS_26976	2199
CDS_26977	630
CDS_26978	327
CDS_26980	279
CDS_26981	234
CDS_26982	369
CDS_26988	279
CDS_26989	411
CDS_26994	267
CDS_26995	507
CDS_26997	357
CDS_27001	363
CDS_27003	789
CDS_27010	252
CDS_27013	78
CDS_27018	78
CDS_27026	117
CDS_27030	246
CDS_27032	264
CDS_27034	354
CDS_27036	234
CDS_27041	270
CDS_27049	573
CDS_27054	363
CDS_27060	246
CDS_27070	330
CDS_27075	444
CDS_27076	468
CDS_27077	849
CDS_27087	615
CDS_27088	366
CDS_27096	477
CDS_27098	291
CDS_27099	258
CDS_27101	375
CDS_27102	183
CDS_27103	636
CDS_27108	90
CDS_27109	378
CDS_27111	309
CDS_27112	285
CDS_27113	237
CDS_27115	252
CDS_27116	363
CDS_27122	939
CDS_27123	222
CDS_27124	516
CDS_27125	198
CDS_27133	207
CDS_27138	324
CDS_27139	117
CDS_27143	309
CDS_27145	786
CDS_27148	198
CDS_27150	549
CDS_27151	567
CDS_27156	711
CDS_27157	336
CDS_27158	171
CDS_27159	483
CDS_27161	378
CDS_27171	231
CDS_27172	282
CDS_27173	168
CDS_27177	219
CDS_27181	324
CDS_27184	297
CDS_27185	138
CDS_27186	168
CDS_27192	303
CDS_27195	141
CDS_27196	204
CDS_27201	96
CDS_27202	96
CDS_27212	225
CDS_27214	249
CDS_27215	270
CDS_27221	237
CDS_27223	261
CDS_27225	210
CDS_27228	96
CDS_27229	225
CDS_27230	309
CDS_27232	204
CDS_27239	222
CDS_27249	279
CDS_27250	357
CDS_27251	255
CDS_27253	216
CDS_27254	318
CDS_27256	216
CDS_27257	120
CDS_27259	261
CDS_27260	474
CDS_27261	234
CDS_27269	252
CDS_27272	228
CDS_27278	321
CDS_27280	222
CDS_27281	297
CDS_27282	240
CDS_27283	543
CDS_27284	294
CDS_27285	330
CDS_27288	222
CDS_27290	525
CDS_27297	444
CDS_27300	204
CDS_27304	231
CDS_27306	213
CDS_27317	246
CDS_27323	246
CDS_27327	273
CDS_27328	288
CDS_27332	312
CDS_27334	591
CDS_27335	255
CDS_27339	204
CDS_27340	216
CDS_27342	435
CDS_27344	228
CDS_27345	369
CDS_27350	348
CDS_27351	234
CDS_27354	288
CDS_27355	303
CDS_27357	390
CDS_27360	276
CDS_27364	528
CDS_27368	228
CDS_27369	207
CDS_27370	354
CDS_27373	111
CDS_27375	357
CDS_27376	1152
CDS_27378	837
CDS_27379	291
CDS_27380	708
CDS_27383	444
CDS_27387	504
CDS_27388	585
CDS_27392	381
CDS_27393	138
CDS_27401	444
CDS_27408	318
CDS_27417	474
CDS_27421	408
CDS_27423	912
CDS_27426	666
CDS_27427	201
CDS_27429	543
CDS_27430	342
CDS_27434	378
CDS_27435	327
CDS_27437	1374
CDS_27438	210
CDS_27439	288
CDS_27443	213
CDS_27446	408
CDS_27449	420
CDS_27455	180
CDS_27456	324
CDS_27458	306
CDS_27460	333
CDS_27461	264
CDS_27464	375
CDS_27467	192
CDS_27473	288
CDS_27477	240
CDS_27478	432
CDS_27479	360
CDS_27487	255
CDS_27488	867
CDS_27490	282
CDS_27495	117
CDS_27498	261
CDS_27499	210
CDS_27500	201
CDS_27505	279
CDS_27506	249
CDS_27517	474
CDS_27518	477
CDS_27520	84
CDS_27521	222
CDS_27523	435
CDS_27524	210
CDS_27528	222
CDS_27530	285
CDS_27534	411
CDS_27542	501
CDS_27543	315
CDS_27546	261
CDS_27549	441
CDS_27550	213
CDS_27552	366
CDS_27554	432
CDS_27556	213
CDS_27558	234
CDS_27563	291
CDS_27564	228
CDS_27569	1179
CDS_27571	204
CDS_27574	219
CDS_27577	243
CDS_27582	258
CDS_27584	327
CDS_27592	243
CDS_27593	309
CDS_27594	228
CDS_27597	285
CDS_27598	240
CDS_27599	378
CDS_27600	237
CDS_27604	312
CDS_27606	633
CDS_27609	279
CDS_27610	312
CDS_27612	225
CDS_27617	279
CDS_27619	177
CDS_27624	153
CDS_27625	516
CDS_27629	153
CDS_27630	309
CDS_27632	180
CDS_27643	327
CDS_27647	381
CDS_27653	219
CDS_27657	321
CDS_27660	414
CDS_27661	144
CDS_27668	267
CDS_27671	639
CDS_27672	732
CDS_27677	300
CDS_27678	897
CDS_27680	213
CDS_27684	840
CDS_27692	306
CDS_27701	198
CDS_27710	846
CDS_27711	258
CDS_27713	213
CDS_27718	234
CDS_27728	177
CDS_27729	228
CDS_27730	702
CDS_27732	279
CDS_27733	177
CDS_27734	270
CDS_27736	990
CDS_27737	396
CDS_27742	591
CDS_27743	747
CDS_27744	267
CDS_27745	198
CDS_27746	162
CDS_27748	297
CDS_27754	1953
CDS_27755	426
CDS_27756	1131
CDS_27757	591
CDS_27758	675
CDS_27762	3675
CDS_27763	2784
CDS_27765	1836
CDS_27766	741
CDS_27767	957
CDS_27769	222
CDS_27777	201
CDS_27782	252
CDS_27784	705
CDS_27786	825
CDS_27787	87
CDS_27790	735
CDS_27791	1062
CDS_27793	2484
CDS_27794	438
CDS_27795	1536
CDS_27796	1122
CDS_27797	510
CDS_27801	1386
CDS_27802	372
CDS_27803	468
CDS_27804	174
CDS_27805	1260
CDS_27806	309
CDS_27807	432
CDS_27808	1782
CDS_27810	1638
CDS_27813	528
CDS_27814	528
CDS_27815	666
CDS_27822	774
CDS_27823	633
CDS_27824	1404
CDS_27827	3594
CDS_27828	606
CDS_27829	846
CDS_27833	600
CDS_27834	474
CDS_27835	1218
CDS_27837	1866
CDS_27838	249
CDS_27839	972
CDS_27840	270
CDS_27841	177
CDS_27842	477
CDS_27843	567
CDS_27844	972
CDS_27845	213
CDS_27846	600
CDS_27849	558
CDS_27850	771
CDS_27851	330
CDS_27852	327
CDS_27856	414
CDS_27857	2970
CDS_27858	570
CDS_27859	189
CDS_27860	636
CDS_27861	795
CDS_27862	570
CDS_27864	333
CDS_27865	813
CDS_27866	1713
CDS_27873	1593
CDS_27874	1386
CDS_27875	843
CDS_27876	72
CDS_27878	357
CDS_27879	972
CDS_27880	438
CDS_27881	1020
CDS_27882	663
CDS_27884	1128
CDS_27885	543
CDS_27886	537
CDS_27887	459
CDS_27888	963
CDS_27889	270
CDS_27890	651
CDS_27891	741
CDS_27892	1251
CDS_27893	291
CDS_27894	486
CDS_27895	195
CDS_27896	621
CDS_27897	1248
CDS_27899	828
CDS_27900	1044
CDS_27902	189
CDS_27903	390
CDS_27904	546
CDS_27905	336
CDS_27906	195
CDS_27907	213
CDS_27911	588
CDS_27915	1002
CDS_27916	342
CDS_27918	1356
CDS_27919	1017
CDS_27920	873
CDS_27922	1479
CDS_27923	948
CDS_27928	1305
CDS_27929	1365
CDS_27930	1899
CDS_27939	192
CDS_27942	210
CDS_27945	201
CDS_27950	327
CDS_27954	222
CDS_27956	204
CDS_27972	384
CDS_27973	99
CDS_27975	243
CDS_27978	285
CDS_27981	258
CDS_27983	234
CDS_27984	276
CDS_27987	210
CDS_27989	219
CDS_27991	207
CDS_27992	246
CDS_27997	213
CDS_28002	225
CDS_28003	213
CDS_28004	276
CDS_28006	216
CDS_28008	186
CDS_28012	219
CDS_28021	219
CDS_28022	345
CDS_28023	240
CDS_28024	198
CDS_28031	81
CDS_28032	210
CDS_28033	210
CDS_28034	207
CDS_28040	306
CDS_28045	204
CDS_28046	207
CDS_28048	240
CDS_28049	204
CDS_28052	201
CDS_28055	147
CDS_28060	204
CDS_28071	243
CDS_28072	207
CDS_28084	255
CDS_28088	213
CDS_28094	264
CDS_28100	213
CDS_28102	207
CDS_28106	210
CDS_28115	243
CDS_28116	261
CDS_28117	333
CDS_28120	726
CDS_28124	1083
CDS_28125	462
CDS_28128	219
CDS_28129	174
CDS_28131	360
CDS_28146	831
CDS_28156	621
CDS_28157	414
CDS_28158	165
CDS_28159	210
CDS_28160	654
CDS_28161	579
CDS_28162	270
CDS_28164	189
CDS_28165	375
